iso3c,year,misreport_raw,misreport_zscore
TUN,2018,3.7998940975272144,0.5817558112322132
TUN,2019,-1.09715546052416,0.2791484703676146
TUN,2020,-14.70272786610226,-0.5615916605595139
TUR,2015,0.619485957302568,0.38522628079379423
TUR,2016,-2.746234079153582,0.17724562259274226
TUR,2017,-24.384436974529702,-1.1598613357170584
TUR,2018,4.473354626596087,0.6233715019584247
TUR,2019,-9.482510073419611,-0.23901452380569618
TUR,2020,-2.004688974528137,0.2230685185185001
UKR,2015,8.54434230573189,0.874933333561785
UKR,2016,-4.629797087373758,0.06085309143460609
UKR,2017,-36.398461455122,-1.9022536595147517
UKR,2018,-0.429882502438085,0.3203818075196344
UKR,2019,3.5496552556103604,0.5662926002444878
UKR,2020,-3.403019622540714,0.1366603427325613
VNM,2015,-12.850755775537673,-0.4471512525060976
VNM,2016,7.535246186603439,0.8125774415769477
VNM,2017,-24.178087082953617,-1.1471101901063563
VNM,2018,-3.3931683937554498,0.13726908767410603
VNM,2019,-3.254201777203116,0.14585636411583872
VNM,2020,16.872329113065017,1.3895513525645034
